id,channel,io,value,datetime
6897828,0,0,30.16056,2023-09-27 14:58:06.000000
6897829,1,1,20.82223,2023-09-27 14:58:06.000000
6897830,1,0,28.89445,2023-09-27 14:58:06.000000
6897831,0,1,20.76833,2023-09-27 14:59:06.000000
6897832,0,0,30.13222,2023-09-27 14:59:06.000000
6897833,1,1,20.86389,2023-09-27 14:59:06.000000
6897834,1,0,28.905,2023-09-27 14:59:06.000000
6897835,0,1,20.74778,2023-09-27 15:02:06.000000
6897836,0,0,30.12167,2023-09-27 15:02:06.000000
6897837,1,1,20.79167,2023-09-27 15:02:06.000000
6897838,1,0,28.86889,2023-09-27 15:02:06.000000
6897839,0,1,20.79389,2023-09-27 15:04:06.000000
6897840,0,0,30.145,2023-09-27 15:04:06.000000
6897841,1,1,20.88667,2023-09-27 15:04:06.000000
6897842,1,0,29.02333,2023-09-27 15:04:06.000000
6897843,0,1,20.80444,2023-09-27 15:05:06.000000
6897844,0,0,30.16833,2023-09-27 15:05:06.000000
6897845,1,1,20.91,2023-09-27 15:05:06.000000
6897846,1,0,28.89222,2023-09-27 15:05:06.000000
6897847,0,1,20.84333,2023-09-27 15:08:06.000000
6897848,0,0,30.19666,2023-09-27 15:08:06.000000
6897849,1,1,20.93611,2023-09-27 15:08:06.000000
6897850,1,0,28.91278,2023-09-27 15:08:06.000000
6897851,0,1,20.75278,2023-09-27 15:09:06.000000
6897852,0,0,30.15,2023-09-27 15:09:06.000000
6897853,1,1,20.86389,2023-09-27 15:09:06.000000
6897854,1,0,28.92056,2023-09-27 15:09:06.000000
6897855,0,1,20.75556,2023-09-27 15:12:06.000000
6897856,0,0,30.15556,2023-09-27 15:12:06.000000
6897857,1,1,20.83778,2023-09-27 15:12:06.000000
6897858,1,0,28.85611,2023-09-27 15:12:06.000000
6897859,0,1,20.745,2023-09-27 15:13:06.000000
6897860,0,0,30.09333,2023-09-27 15:13:06.000000
6897861,1,1,20.79389,2023-09-27 15:13:06.000000
6897862,1,0,28.90722,2023-09-27 15:13:06.000000
6897863,0,1,20.76056,2023-09-27 15:15:06.000000
6897864,0,0,30.14222,2023-09-27 15:15:06.000000
6897865,1,1,20.86389,2023-09-27 15:15:06.000000
6897866,1,0,28.86389,2023-09-27 15:15:06.000000
6897867,0,1,20.75278,2023-09-27 15:18:07.000000
6897868,0,0,30.16333,2023-09-27 15:18:07.000000
6897869,1,1,20.84556,2023-09-27 15:18:07.000000
6897870,1,0,28.90722,2023-09-27 15:18:07.000000
6897871,0,1,20.75556,2023-09-27 15:19:09.000000
6897872,0,0,30.10111,2023-09-27 15:19:09.000000
6897873,1,1,20.85056,2023-09-27 15:19:09.000000
6897874,1,0,28.81722,2023-09-27 15:19:09.000000
6897875,0,1,20.75,2023-09-27 15:22:13.000000
6897876,0,0,30.09333,2023-09-27 15:22:13.000000
6897877,1,1,20.87667,2023-09-27 15:22:13.000000
6897878,1,0,28.80944,2023-09-27 15:22:13.000000
6897879,0,1,20.735,2023-09-27 15:23:15.000000
6897880,0,0,30.10389,2023-09-27 15:23:15.000000
6897881,1,1,20.82223,2023-09-27 15:23:15.000000
6897882,1,0,28.82778,2023-09-27 15:23:15.000000
6897883,0,1,20.72167,2023-09-27 15:26:19.000000
6897884,0,0,30.10889,2023-09-27 15:26:19.000000
6897885,1,1,20.84556,2023-09-27 15:26:19.000000
6897886,1,0,28.78611,2023-09-27 15:26:19.000000
6897887,0,1,20.70667,2023-09-27 15:27:19.000000
6897888,0,0,30.13222,2023-09-27 15:27:19.000000
6897889,1,1,20.79389,2023-09-27 15:27:19.000000
6897890,1,0,28.83,2023-09-27 15:27:19.000000
6897891,0,1,20.76333,2023-09-27 15:29:19.000000
6897892,0,0,30.10611,2023-09-27 15:29:19.000000
6897893,1,1,20.84333,2023-09-27 15:29:19.000000
6897894,1,0,28.83,2023-09-27 15:29:19.000000
6897895,0,1,20.735,2023-09-27 15:31:19.000000
6897896,0,0,30.09333,2023-09-27 15:31:19.000000
6897897,1,1,20.82778,2023-09-27 15:31:19.000000
6897898,1,0,28.84834,2023-09-27 15:31:19.000000
6897899,0,1,20.78611,2023-09-27 15:33:19.000000
6897900,0,0,30.08833,2023-09-27 15:33:19.000000
6897901,1,1,20.82,2023-09-27 15:33:19.000000
6897902,1,0,28.87167,2023-09-27 15:33:19.000000
6897903,0,1,20.74778,2023-09-27 15:36:19.000000
6897904,0,0,30.10111,2023-09-27 15:36:19.000000
6897905,1,1,20.87389,2023-09-27 15:36:19.000000
6897906,1,0,28.82,2023-09-27 15:36:19.000000
6897907,0,1,20.75778,2023-09-27 15:37:19.000000
6897908,0,0,30.10889,2023-09-27 15:37:19.000000
6897909,1,1,20.83555,2023-09-27 15:37:19.000000
6897910,1,0,28.86389,2023-09-27 15:37:19.000000
6897911,0,1,20.76056,2023-09-27 15:39:19.000000
6897912,0,0,30.16333,2023-09-27 15:39:19.000000
6897913,1,1,20.86889,2023-09-27 15:39:19.000000
6897914,1,0,28.88167,2023-09-27 15:39:19.000000
6897915,0,1,20.77333,2023-09-27 15:41:19.000000
6897916,0,0,30.16056,2023-09-27 15:41:19.000000
6897917,1,1,20.83,2023-09-27 15:41:19.000000
6897918,1,0,28.84056,2023-09-27 15:41:19.000000
6897919,0,1,20.79667,2023-09-27 15:43:19.000000
6897920,0,0,30.19666,2023-09-27 15:43:19.000000
6897921,1,1,20.94611,2023-09-27 15:43:19.000000
6897922,1,0,28.88667,2023-09-27 15:43:19.000000
6897923,0,1,20.79389,2023-09-27 15:45:19.000000
6897924,0,0,30.09834,2023-09-27 15:45:19.000000
6897925,1,1,20.86111,2023-09-27 15:45:19.000000
6897926,1,0,28.87167,2023-09-27 15:45:19.000000
6897927,0,1,20.79667,2023-09-27 15:46:19.000000
6897928,0,0,30.11389,2023-09-27 15:46:19.000000
6897929,1,1,20.91278,2023-09-27 15:46:19.000000
6897930,1,0,28.88167,2023-09-27 15:46:19.000000
6897931,0,1,20.76555,2023-09-27 15:49:19.000000
6897932,0,0,30.11889,2023-09-27 15:49:19.000000
6897933,1,1,20.85833,2023-09-27 15:49:19.000000
6897934,1,0,28.85611,2023-09-27 15:49:19.000000
6897935,0,1,20.735,2023-09-27 15:50:19.000000
6897936,0,0,30.04445,2023-09-27 15:50:19.000000
6897937,1,1,20.84056,2023-09-27 15:50:19.000000
6897938,1,0,28.80722,2023-09-27 15:50:19.000000
6897939,0,1,20.70667,2023-09-27 15:53:19.000000
6897940,0,0,30.065,2023-09-27 15:53:19.000000
6897941,1,1,20.80722,2023-09-27 15:53:19.000000
6897942,1,0,28.82222,2023-09-27 15:53:19.000000
6897943,0,1,20.63944,2023-09-27 15:55:19.000000
6897944,0,0,29.98722,2023-09-27 15:55:19.000000
6897945,1,1,20.75278,2023-09-27 15:55:19.000000
6897946,1,0,28.735,2023-09-27 15:55:19.000000
6897947,0,1,20.72167,2023-09-27 15:56:19.000000
6897948,0,0,30.075,2023-09-27 15:56:19.000000
6897949,1,1,20.76555,2023-09-27 15:56:19.000000
6897950,1,0,28.75778,2023-09-27 15:56:19.000000
6897951,0,1,20.69611,2023-09-27 15:59:19.000000
6897952,0,0,30.00278,2023-09-27 15:59:19.000000
6897953,1,1,20.76333,2023-09-27 15:59:19.000000
6897954,1,0,28.77611,2023-09-27 15:59:19.000000
6897955,0,1,20.69111,2023-09-27 16:00:19.000000
6897956,0,0,30.03889,2023-09-27 16:00:19.000000
6897957,1,1,20.79667,2023-09-27 16:00:19.000000
6897958,1,0,28.77611,2023-09-27 16:00:19.000000
6897959,0,1,20.70889,2023-09-27 16:03:19.000000
6897960,0,0,29.99778,2023-09-27 16:03:19.000000
6897961,1,1,20.78611,2023-09-27 16:03:19.000000
6897962,1,0,28.72944,2023-09-27 16:03:19.000000
6897963,0,1,20.68056,2023-09-27 16:04:19.000000
6897964,0,0,30.03389,2023-09-27 16:04:19.000000
6897965,1,1,20.78611,2023-09-27 16:04:19.000000
6897966,1,0,28.78889,2023-09-27 16:04:19.000000
6897967,0,1,20.68334,2023-09-27 16:06:19.000000
6897968,0,0,30.01333,2023-09-27 16:06:19.000000
6897969,1,1,20.75556,2023-09-27 16:06:19.000000
6897970,1,0,28.76833,2023-09-27 16:06:19.000000
6897971,0,1,20.68334,2023-09-27 16:08:19.000000
6897972,0,0,30.02889,2023-09-27 16:08:19.000000
6897973,1,1,20.77111,2023-09-27 16:08:19.000000
6897974,1,0,28.77889,2023-09-27 16:08:19.000000
6897975,0,1,20.72722,2023-09-27 16:10:19.000000
6897976,0,0,30.04445,2023-09-27 16:10:19.000000
6897977,1,1,20.82,2023-09-27 16:10:19.000000
6897978,1,0,28.81444,2023-09-27 16:10:19.000000
6897979,0,1,20.75,2023-09-27 16:13:19.000000
6897980,0,0,30.075,2023-09-27 16:13:19.000000
6897981,1,1,20.83778,2023-09-27 16:13:19.000000
6897982,1,0,28.825,2023-09-27 16:13:19.000000
6897983,0,1,20.75,2023-09-27 16:14:19.000000
6897984,0,0,30.08555,2023-09-27 16:14:19.000000
6897985,1,1,20.82,2023-09-27 16:14:19.000000
6897986,1,0,28.84333,2023-09-27 16:14:19.000000
6897987,0,1,20.69611,2023-09-27 16:17:19.000000
6897988,0,0,30.03111,2023-09-27 16:17:19.000000
6897989,1,1,20.82778,2023-09-27 16:17:19.000000
6897990,1,0,28.83278,2023-09-27 16:17:19.000000
6897991,0,1,20.71667,2023-09-27 16:18:19.000000
6897992,0,0,30.0,2023-09-27 16:18:19.000000
6897993,1,1,20.82223,2023-09-27 16:18:19.000000
6897994,1,0,28.79667,2023-09-27 16:18:19.000000
6897995,0,1,20.72945,2023-09-27 16:20:19.000000
6897996,0,0,30.02111,2023-09-27 16:20:19.000000
6897997,1,1,20.80944,2023-09-27 16:20:19.000000
6897998,1,0,28.80167,2023-09-27 16:20:19.000000
6897999,0,1,20.71167,2023-09-27 16:22:19.000000
6898000,0,0,30.04944,2023-09-27 16:22:19.000000
6898001,1,1,20.83,2023-09-27 16:22:19.000000
6898002,1,0,28.80944,2023-09-27 16:22:19.000000
6898003,0,1,20.72722,2023-09-27 16:23:19.000000
6898004,0,0,30.07,2023-09-27 16:23:19.000000
6898005,1,1,20.85334,2023-09-27 16:23:19.000000
6898006,1,0,28.78389,2023-09-27 16:23:19.000000
6898007,0,1,20.75778,2023-09-27 16:27:19.000000
6898008,0,0,30.10111,2023-09-27 16:27:19.000000
6898009,1,1,20.86111,2023-09-27 16:27:19.000000
6898010,1,0,28.81722,2023-09-27 16:27:19.000000
6898011,0,1,20.76833,2023-09-27 16:28:19.000000
6898012,0,0,30.05222,2023-09-27 16:28:19.000000
6898013,1,1,20.83778,2023-09-27 16:28:19.000000
6898014,1,0,28.81722,2023-09-27 16:28:19.000000
6898015,0,1,20.71944,2023-09-27 16:30:19.000000
6898016,0,0,30.11111,2023-09-27 16:30:19.000000
6898017,1,1,20.82223,2023-09-27 16:30:19.000000
6898018,1,0,28.80444,2023-09-27 16:30:19.000000
6898019,0,1,20.825,2023-09-27 16:32:19.000000
6898020,0,0,30.14222,2023-09-27 16:32:19.000000
6898021,1,1,20.905,2023-09-27 16:32:19.000000
6898022,1,0,28.87889,2023-09-27 16:32:19.000000
6898023,0,1,20.81445,2023-09-27 16:33:19.000000
6898024,0,0,30.16056,2023-09-27 16:33:19.000000
6898025,1,1,20.93056,2023-09-27 16:33:19.000000
6898026,1,0,28.85611,2023-09-27 16:33:19.000000
6898027,0,1,20.89445,2023-09-27 16:36:19.000000
6898028,0,0,30.16555,2023-09-27 16:36:19.000000
6898029,1,1,20.97944,2023-09-27 16:36:19.000000
6898030,1,0,28.91278,2023-09-27 16:36:19.000000
6898031,0,1,20.88944,2023-09-27 16:37:19.000000
6898032,0,0,30.20945,2023-09-27 16:37:19.000000
6898033,1,1,20.98222,2023-09-27 16:37:19.000000
6898034,1,0,28.95667,2023-09-27 16:37:19.000000
6898035,0,1,20.9,2023-09-27 16:40:19.000000
6898036,0,0,30.22778,2023-09-27 16:40:19.000000
6898037,1,1,20.96167,2023-09-27 16:40:19.000000
6898038,1,0,28.99278,2023-09-27 16:40:19.000000
6898039,0,1,20.97944,2023-09-27 16:42:19.000000
6898040,0,0,30.33333,2023-09-27 16:42:19.000000
6898041,1,1,21.04167,2023-09-27 16:42:19.000000
6898042,1,0,29.04167,2023-09-27 16:42:19.000000
6898043,0,1,20.95389,2023-09-27 16:43:19.000000
6898044,0,0,30.295,2023-09-27 16:43:19.000000
6898045,1,1,20.98222,2023-09-27 16:43:19.000000
6898046,1,0,29.0,2023-09-27 16:43:19.000000
6898047,0,1,20.93056,2023-09-27 16:46:19.000000
6898048,0,0,30.24833,2023-09-27 16:46:19.000000
6898049,1,1,21.04167,2023-09-27 16:46:19.000000
6898050,1,0,29.03889,2023-09-27 16:46:19.000000
6898051,0,1,20.95889,2023-09-27 16:47:19.000000
6898052,0,0,30.27944,2023-09-27 16:47:19.000000
6898053,1,1,20.97944,2023-09-27 16:47:19.000000
6898054,1,0,29.02111,2023-09-27 16:47:19.000000
6898055,0,1,20.985,2023-09-27 16:50:19.000000
6898056,0,0,30.28945,2023-09-27 16:50:19.000000
6898057,1,1,21.02611,2023-09-27 16:50:19.000000
6898058,1,0,29.02889,2023-09-27 16:50:19.000000
6898059,0,1,20.9,2023-09-27 16:51:19.000000
6898060,0,0,30.23778,2023-09-27 16:51:19.000000
6898061,1,1,20.93611,2023-09-27 16:51:19.000000
6898062,1,0,29.03389,2023-09-27 16:51:19.000000
6898063,0,1,20.90222,2023-09-27 16:54:19.000000
6898064,0,0,30.26111,2023-09-27 16:54:19.000000
6898065,1,1,20.96167,2023-09-27 16:54:19.000000
6898066,1,0,28.97944,2023-09-27 16:54:19.000000
6898067,0,1,20.91278,2023-09-27 16:55:19.000000
6898068,0,0,30.24556,2023-09-27 16:55:19.000000
6898069,1,1,21.02889,2023-09-27 16:55:19.000000
6898070,1,0,29.01056,2023-09-27 16:55:19.000000
6898071,0,1,20.88445,2023-09-27 16:57:19.000000
6898072,0,0,30.18389,2023-09-27 16:57:19.000000
6898073,1,1,20.90722,2023-09-27 16:57:19.000000
6898074,1,0,28.96444,2023-09-27 16:57:19.000000
6898075,0,1,20.96667,2023-09-27 17:00:19.000000
6898076,0,0,30.28722,2023-09-27 17:00:19.000000
6898077,1,1,21.02611,2023-09-27 17:00:19.000000
6898078,1,0,29.02611,2023-09-27 17:00:19.000000
6898079,0,1,20.88167,2023-09-27 17:01:19.000000
6898080,0,0,30.25611,2023-09-27 17:01:19.000000
6898081,1,1,20.97944,2023-09-27 17:01:19.000000
6898082,1,0,29.0,2023-09-27 17:01:19.000000
6898083,0,1,20.87889,2023-09-27 17:04:19.000000
6898084,0,0,30.23278,2023-09-27 17:04:19.000000
6898085,1,1,20.99278,2023-09-27 17:04:19.000000
6898086,1,0,28.95111,2023-09-27 17:04:19.000000
6898087,0,1,20.94111,2023-09-27 17:05:19.000000
6898088,0,0,30.28945,2023-09-27 17:05:19.000000
6898089,1,1,21.00278,2023-09-27 17:05:19.000000
6898090,1,0,28.93056,2023-09-27 17:05:19.000000
6898091,0,1,20.88445,2023-09-27 17:07:19.000000
6898092,0,0,30.25611,2023-09-27 17:07:19.000000
6898093,1,1,20.96167,2023-09-27 17:07:19.000000
6898094,1,0,28.99,2023-09-27 17:07:19.000000
6898095,0,1,20.80167,2023-09-27 17:09:19.000000
6898096,0,0,30.16833,2023-09-27 17:09:19.000000
6898097,1,1,20.905,2023-09-27 17:09:19.000000
6898098,1,0,28.89445,2023-09-27 17:09:19.000000
6898099,0,1,20.81722,2023-09-27 17:11:19.000000
6898100,0,0,30.16555,2023-09-27 17:11:19.000000
6898101,1,1,20.94889,2023-09-27 17:11:19.000000
6898102,1,0,28.90722,2023-09-27 17:11:19.000000
6898103,0,1,20.82,2023-09-27 17:13:19.000000
6898104,0,0,30.145,2023-09-27 17:13:19.000000
6898105,1,1,20.905,2023-09-27 17:13:19.000000
6898106,1,0,28.86111,2023-09-27 17:13:19.000000
6898107,0,1,20.76056,2023-09-27 17:14:19.000000
6898108,0,0,30.11389,2023-09-27 17:14:19.000000
6898109,1,1,20.91,2023-09-27 17:14:19.000000
6898110,1,0,28.82778,2023-09-27 17:14:19.000000
6898111,0,1,20.77889,2023-09-27 17:17:19.000000
6898112,0,0,30.08555,2023-09-27 17:17:19.000000
6898113,1,1,20.87667,2023-09-27 17:17:19.000000
6898114,1,0,28.81722,2023-09-27 17:17:19.000000
6898115,0,1,20.78611,2023-09-27 17:19:19.000000
6898116,0,0,30.12167,2023-09-27 17:19:19.000000
6898117,1,1,20.81222,2023-09-27 17:19:19.000000
6898118,1,0,28.825,2023-09-27 17:19:19.000000
6898119,0,1,20.76833,2023-09-27 17:21:19.000000
6898120,0,0,30.12667,2023-09-27 17:21:19.000000
6898121,1,1,20.86111,2023-09-27 17:21:19.000000
6898122,1,0,28.825,2023-09-27 17:21:19.000000
6898123,0,1,20.78611,2023-09-27 17:23:19.000000
6898124,0,0,30.11389,2023-09-27 17:23:19.000000
6898125,1,1,20.86389,2023-09-27 17:23:19.000000
6898126,1,0,28.87389,2023-09-27 17:23:19.000000
6898127,0,1,20.78389,2023-09-27 17:24:19.000000
6898128,0,0,30.14,2023-09-27 17:24:19.000000
6898129,1,1,20.85833,2023-09-27 17:24:19.000000
6898130,1,0,28.79667,2023-09-27 17:24:19.000000
6898131,0,1,20.76333,2023-09-27 17:27:19.000000
6898132,0,0,30.10389,2023-09-27 17:27:19.000000
6898133,1,1,20.83,2023-09-27 17:27:19.000000
6898134,1,0,28.83778,2023-09-27 17:27:19.000000
6898135,0,1,20.75278,2023-09-27 17:28:19.000000
6898136,0,0,30.08055,2023-09-27 17:28:19.000000
6898137,1,1,20.87889,2023-09-27 17:28:19.000000
6898138,1,0,28.83278,2023-09-27 17:28:19.000000
6898139,0,1,20.75556,2023-09-27 17:31:19.000000
6898140,0,0,30.075,2023-09-27 17:31:19.000000
6898141,1,1,20.82778,2023-09-27 17:31:19.000000
6898142,1,0,28.76833,2023-09-27 17:31:19.000000
6898143,0,1,20.735,2023-09-27 17:33:19.000000
6898144,0,0,30.10111,2023-09-27 17:33:19.000000
6898145,1,1,20.85611,2023-09-27 17:33:19.000000
6898146,1,0,28.81444,2023-09-27 17:33:19.000000
6898147,0,1,20.71667,2023-09-27 17:34:19.000000
6898148,0,0,30.09333,2023-09-27 17:34:19.000000
6898149,1,1,20.71944,2023-09-27 17:34:19.000000
6898150,1,0,28.80167,2023-09-27 17:34:19.000000
6898151,0,1,20.69111,2023-09-27 17:37:19.000000
6898152,0,0,30.00556,2023-09-27 17:37:19.000000
6898153,1,1,20.74,2023-09-27 17:37:19.000000
6898154,1,0,28.75778,2023-09-27 17:37:19.000000
6898155,0,1,20.66778,2023-09-27 17:38:19.000000
6898156,0,0,30.02889,2023-09-27 17:38:19.000000
6898157,1,1,20.68611,2023-09-27 17:38:19.000000
6898158,1,0,28.78389,2023-09-27 17:38:19.000000
6898159,0,1,20.67278,2023-09-27 17:41:19.000000
6898160,0,0,30.00778,2023-09-27 17:41:19.000000
6898161,1,1,20.75,2023-09-27 17:41:19.000000
6898162,1,0,28.70889,2023-09-27 17:41:19.000000
6898163,0,1,20.64722,2023-09-27 17:42:19.000000
6898164,0,0,29.95389,2023-09-27 17:42:19.000000
6898165,1,1,20.71445,2023-09-27 17:42:19.000000
6898166,1,0,28.71944,2023-09-27 17:42:19.000000
6898167,0,1,20.67278,2023-09-27 17:45:19.000000
6898168,0,0,29.995,2023-09-27 17:45:19.000000
6898169,1,1,20.75278,2023-09-27 17:45:19.000000
6898170,1,0,28.72445,2023-09-27 17:45:19.000000
6898171,0,1,20.61611,2023-09-27 17:46:19.000000
6898172,0,0,30.12945,2023-09-27 17:46:19.000000
6898173,1,1,20.71445,2023-09-27 17:46:19.000000
6898174,1,0,28.87667,2023-09-27 17:46:19.000000
6898175,0,1,20.71944,2023-09-27 17:48:19.000000
6898176,0,0,30.06722,2023-09-27 17:48:19.000000
6898177,1,1,20.77333,2023-09-27 17:48:19.000000
6898178,1,0,28.76833,2023-09-27 17:48:19.000000
6898179,0,1,20.63944,2023-09-27 17:50:19.000000
6898180,0,0,29.98223,2023-09-27 17:50:19.000000
6898181,1,1,20.77333,2023-09-27 17:50:19.000000
6898182,1,0,28.745,2023-09-27 17:50:19.000000
6898183,0,1,20.64222,2023-09-27 17:51:19.000000
6898184,0,0,29.95889,2023-09-27 17:51:19.000000
6898185,1,1,20.71445,2023-09-27 17:51:19.000000
6898186,1,0,28.68333,2023-09-27 17:51:19.000000
6898187,0,1,20.67056,2023-09-27 17:54:19.000000
6898188,0,0,30.02889,2023-09-27 17:54:19.000000
6898189,1,1,20.74778,2023-09-27 17:54:19.000000
6898190,1,0,28.73223,2023-09-27 17:54:19.000000
6898191,0,1,20.69111,2023-09-27 17:55:19.000000
6898192,0,0,30.0,2023-09-27 17:55:19.000000
6898193,1,1,20.78889,2023-09-27 17:55:19.000000
6898194,1,0,28.75556,2023-09-27 17:55:19.000000
6898195,0,1,20.65223,2023-09-27 17:56:19.000000
6898196,0,0,29.995,2023-09-27 17:56:19.000000
6898197,1,1,20.74278,2023-09-27 17:56:19.000000
6898198,1,0,28.71944,2023-09-27 17:56:19.000000
6898199,0,1,20.64222,2023-09-27 17:58:19.000000
6898200,0,0,29.99778,2023-09-27 17:58:19.000000
6898201,1,1,20.76333,2023-09-27 17:58:19.000000
6898202,1,0,28.73223,2023-09-27 17:58:19.000000
6898203,0,1,20.665,2023-09-27 17:59:19.000000
6898204,0,0,30.02111,2023-09-27 17:59:19.000000
6898205,1,1,20.78611,2023-09-27 17:59:19.000000
6898206,1,0,28.79167,2023-09-27 17:59:19.000000
6898207,0,1,20.61611,2023-09-27 18:00:19.000000
6898208,0,0,30.0,2023-09-27 18:00:19.000000
6898209,1,1,20.74278,2023-09-27 18:00:19.000000
6898210,1,0,28.74278,2023-09-27 18:00:19.000000
6898211,0,1,20.665,2023-09-27 18:02:19.000000
6898212,0,0,30.02611,2023-09-27 18:02:19.000000
6898213,1,1,20.75,2023-09-27 18:02:19.000000
6898214,1,0,28.73722,2023-09-27 18:02:19.000000
6898215,0,1,20.69611,2023-09-27 18:03:19.000000
6898216,0,0,30.03389,2023-09-27 18:03:19.000000
6898217,1,1,20.81222,2023-09-27 18:03:19.000000
6898218,1,0,28.76833,2023-09-27 18:03:19.000000
6898219,0,1,20.64722,2023-09-27 18:04:19.000000
6898220,0,0,30.02611,2023-09-27 18:04:19.000000
6898221,1,1,20.71667,2023-09-27 18:04:19.000000
6898222,1,0,28.75278,2023-09-27 18:04:19.000000
6898223,0,1,20.65223,2023-09-27 18:05:19.000000
6898224,0,0,30.03389,2023-09-27 18:05:19.000000
6898225,1,1,20.73222,2023-09-27 18:05:19.000000
6898226,1,0,28.75778,2023-09-27 18:05:19.000000
6898227,0,1,20.61889,2023-09-27 18:06:19.000000
6898228,0,0,29.97944,2023-09-27 18:06:19.000000
6898229,1,1,20.75556,2023-09-27 18:06:19.000000
6898230,1,0,28.70111,2023-09-27 18:06:19.000000
6898231,0,1,20.60056,2023-09-27 18:09:19.000000
6898232,0,0,29.99,2023-09-27 18:09:19.000000
6898233,1,1,20.68334,2023-09-27 18:09:19.000000
6898234,1,0,28.67278,2023-09-27 18:09:19.000000
6898235,0,1,20.53889,2023-09-27 18:10:19.000000
6898236,0,0,29.97722,2023-09-27 18:10:19.000000
6898237,1,1,20.64222,2023-09-27 18:10:19.000000
6898238,1,0,28.66,2023-09-27 18:10:19.000000
6898239,0,1,20.53611,2023-09-27 18:12:19.000000
6898240,0,0,29.92278,2023-09-27 18:12:19.000000
6898241,1,1,20.65223,2023-09-27 18:12:19.000000
6898242,1,0,28.66278,2023-09-27 18:12:19.000000
6898243,0,1,20.50778,2023-09-27 18:15:19.000000
6898244,0,0,29.92056,2023-09-27 18:15:19.000000
6898245,1,1,20.64722,2023-09-27 18:15:19.000000
6898246,1,0,28.63667,2023-09-27 18:15:19.000000
6898247,0,1,20.57778,2023-09-27 18:16:19.000000
6898248,0,0,29.95111,2023-09-27 18:16:19.000000
6898249,1,1,20.67056,2023-09-27 18:16:19.000000
6898250,1,0,28.665,2023-09-27 18:16:19.000000
6898251,0,1,20.55166,2023-09-27 18:19:19.000000
6898252,0,0,29.87166,2023-09-27 18:19:19.000000
6898253,1,1,20.63167,2023-09-27 18:19:19.000000
6898254,1,0,28.67834,2023-09-27 18:19:19.000000
6898255,0,1,20.52333,2023-09-27 18:20:19.000000
6898256,0,0,29.90222,2023-09-27 18:20:19.000000
6898257,1,1,20.70389,2023-09-27 18:20:19.000000
6898258,1,0,28.63667,2023-09-27 18:20:19.000000
6898259,0,1,20.55445,2023-09-27 18:22:19.000000
6898260,0,0,29.87667,2023-09-27 18:22:19.000000
6898261,1,1,20.655,2023-09-27 18:22:19.000000
6898262,1,0,28.62389,2023-09-27 18:22:19.000000
6898263,0,1,20.53611,2023-09-27 18:24:19.000000
6898264,0,0,29.90722,2023-09-27 18:24:19.000000
6898265,1,1,20.62389,2023-09-27 18:24:19.000000
6898266,1,0,28.66,2023-09-27 18:24:19.000000
6898267,0,1,20.495,2023-09-27 18:26:19.000000
6898268,0,0,29.87889,2023-09-27 18:26:19.000000
6898269,1,1,20.60833,2023-09-27 18:26:19.000000
6898270,1,0,28.67056,2023-09-27 18:26:19.000000
6898271,0,1,20.52611,2023-09-27 18:28:19.000000
6898272,0,0,29.84334,2023-09-27 18:28:19.000000
6898273,1,1,20.59555,2023-09-27 18:28:19.000000
6898274,1,0,28.62889,2023-09-27 18:28:19.000000
6898275,0,1,20.495,2023-09-27 18:29:19.000000
6898276,0,0,29.87889,2023-09-27 18:29:19.000000
6898277,1,1,20.60333,2023-09-27 18:29:19.000000
6898278,1,0,28.64722,2023-09-27 18:29:19.000000
6898279,0,1,20.48222,2023-09-27 18:32:19.000000
6898280,0,0,29.84056,2023-09-27 18:32:19.000000
6898281,1,1,20.55166,2023-09-27 18:32:19.000000
6898282,1,0,28.62389,2023-09-27 18:32:19.000000
6898283,0,1,20.50778,2023-09-27 18:33:19.000000
6898284,0,0,29.85056,2023-09-27 18:33:19.000000
6898285,1,1,20.53389,2023-09-27 18:33:19.000000
6898286,1,0,28.63944,2023-09-27 18:33:19.000000
6898287,0,1,20.49778,2023-09-27 18:36:19.000000
6898288,0,0,29.825,2023-09-27 18:36:19.000000
6898289,1,1,20.53389,2023-09-27 18:36:19.000000
6898290,1,0,28.59056,2023-09-27 18:36:19.000000
6898291,0,1,20.49,2023-09-27 18:38:19.000000
6898292,0,0,29.87889,2023-09-27 18:38:19.000000
6898293,1,1,20.62389,2023-09-27 18:38:19.000000
6898294,1,0,28.63944,2023-09-27 18:38:19.000000
6898295,0,1,20.47944,2023-09-27 18:39:19.000000
6898296,0,0,29.83,2023-09-27 18:39:19.000000
6898297,1,1,20.62167,2023-09-27 18:39:19.000000
6898298,1,0,28.53889,2023-09-27 18:39:19.000000
6898299,0,1,20.47944,2023-09-27 18:42:19.000000
6898300,0,0,29.80167,2023-09-27 18:42:19.000000
6898301,1,1,20.57222,2023-09-27 18:42:19.000000
6898302,1,0,28.56722,2023-09-27 18:42:19.000000
6898303,0,1,20.47722,2023-09-27 18:43:19.000000
6898304,0,0,29.82,2023-09-27 18:43:19.000000
6898305,1,1,20.57222,2023-09-27 18:43:19.000000
6898306,1,0,28.53889,2023-09-27 18:43:19.000000
6898307,0,1,20.495,2023-09-27 18:46:19.000000
6898308,0,0,29.81722,2023-09-27 18:46:19.000000
6898309,1,1,20.60833,2023-09-27 18:46:19.000000
6898310,1,0,28.56445,2023-09-27 18:46:19.000000
6898311,0,1,20.46944,2023-09-27 18:47:19.000000
